Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,223.000000,224.940002,219.520004,221.339996,215.896545,3281800
2021-09-08,221.330002,222.289993,220.100006,220.869995,215.438095,2140400
2021-09-09,220.500000,220.649994,215.410004,215.580002,210.278214,3273600
2021-09-10,216.500000,216.990005,213.550003,213.750000,208.493210,2217800
2021-09-13,217.059998,219.050003,215.070007,216.720001,211.390182,2553400
2021-09-14,217.600006,217.919998,215.119995,216.039993,210.726883,1999300
2021-09-15,216.770004,219.919998,215.860001,218.130005,212.765503,2555600
2021-09-16,218.020004,218.649994,214.000000,217.360001,212.014435,2695600
2021-09-17,217.229996,219.880005,215.869995,219.380005,213.984756,5659900
2021-09-20,218.380005,219.850006,214.279999,215.110001,209.819763,3293000
2021-09-21,215.710007,218.100006,214.360001,215.360001,210.063614,2112100
2021-09-22,216.559998,216.559998,213.460007,213.639999,208.385910,2542800
2021-09-23,212.509995,215.559998,212.300003,215.050003,209.761230,2181500
2021-09-24,214.750000,215.529999,213.199997,213.610001,208.356659,1908600
2021-09-27,213.250000,214.949997,212.699997,213.110001,207.868958,1943000
2021-09-28,212.300003,214.759995,211.649994,212.270004,207.049606,2919000
2021-09-29,212.500000,216.800003,211.850006,214.899994,209.614914,1900800
2021-09-30,215.789993,216.669998,212.520004,212.649994,207.420258,2491900
2021-10-01,213.589996,214.610001,210.800003,213.919998,208.659042,2629400
2021-10-04,214.100006,215.639999,210.770004,211.440002,206.240021,2856300
2021-10-05,211.210007,213.990005,211.080002,211.860001,206.649704,2481900
2021-10-06,211.320007,212.080002,208.970001,209.979996,204.815918,2928200
2021-10-07,208.529999,212.449997,208.529999,209.119995,203.977081,3331700
2021-10-08,210.130005,210.179993,207.649994,208.949997,203.811249,2349800
2021-10-11,209.059998,209.889999,206.589996,206.699997,201.616592,1982200
2021-10-12,207.429993,207.559998,200.470001,201.889999,196.924881,3544000
2021-10-13,202.820007,204.889999,202.100006,203.610001,198.602585,3303300
2021-10-14,204.490005,207.500000,204.490005,206.779999,201.694626,3015100
2021-10-15,208.490005,209.020004,206.229996,207.839996,202.728546,3684600
2021-10-18,206.360001,207.000000,202.449997,203.130005,198.134384,2812500
2021-10-19,204.490005,206.899994,203.080002,206.779999,201.694626,2480500
2021-10-20,207.399994,211.589996,206.250000,209.660004,204.503799,2308600
2021-10-21,210.149994,210.259995,207.669998,208.990005,203.850296,1921100
2021-10-22,209.699997,210.500000,208.500000,209.240005,204.094116,1349300
2021-10-25,209.500000,209.820007,206.970001,207.630005,202.523727,1916500
2021-10-26,208.199997,209.979996,207.630005,208.679993,203.547897,1664400
2021-10-27,209.869995,210.399994,205.809998,206.580002,201.499557,2003300
2021-10-28,207.089996,209.490005,205.610001,207.169998,202.075043,2166500
2021-10-29,206.350006,207.699997,204.199997,206.970001,201.879959,2592300
2021-11-01,208.000000,212.089996,207.770004,209.789993,204.630600,3105300
2021-11-02,210.509995,214.720001,208.139999,214.259995,208.990662,3329300
2021-11-03,210.910004,219.250000,209.800003,218.130005,212.765503,3775600
2021-11-04,218.300003,218.449997,211.720001,214.929993,209.644180,2781300
2021-11-05,215.610001,217.419998,212.729996,213.770004,208.512726,2300100
2021-11-08,214.059998,214.440002,210.929993,211.369995,206.171738,2532900
2021-11-09,211.020004,213.699997,210.470001,211.710007,206.503387,2296300
2021-11-10,213.279999,215.500000,212.529999,213.210007,207.966492,2360400
2021-11-11,214.080002,214.080002,210.559998,211.559998,206.357071,2615700
2021-11-12,212.300003,212.880005,210.380005,211.389999,206.191254,4614100
2021-11-15,210.690002,210.889999,207.080002,207.399994,203.997818,3129200
2021-11-16,208.029999,209.039993,205.270004,205.389999,202.020798,2942500
2021-11-17,205.210007,207.350006,203.600006,205.820007,202.443741,3329300
2021-11-18,205.630005,206.229996,203.729996,204.020004,200.673279,4261500
2021-11-19,205.270004,206.199997,203.669998,206.080002,202.699478,3217100
2021-11-22,205.449997,206.300003,200.750000,202.729996,199.404434,2835100
2021-11-23,202.229996,205.479996,201.270004,204.529999,201.174896,2149300
2021-11-24,204.300003,205.279999,202.949997,203.970001,200.624100,1699800
2021-11-26,204.740005,206.000000,200.520004,201.089996,197.791336,3197900
2021-11-29,202.479996,204.830002,201.589996,203.470001,200.132294,2519900
2021-11-30,202.729996,203.869995,198.729996,198.880005,195.617599,5400100
2021-12-01,200.440002,205.639999,198.639999,200.800003,197.506088,3057700
2021-12-02,200.729996,203.100006,199.309998,201.169998,197.870026,2858200
2021-12-03,201.380005,203.800003,200.839996,202.440002,199.119186,3591900
2021-12-06,206.380005,211.789993,205.970001,208.789993,205.365021,3998600
2021-12-07,209.149994,212.440002,207.360001,211.320007,207.853531,3309500
2021-12-08,212.889999,213.910004,210.429993,213.529999,210.027267,2624400
2021-12-09,213.529999,213.979996,209.500000,212.570007,209.083023,2699800
2021-12-10,213.300003,214.449997,210.009995,210.889999,207.430588,2812200
2021-12-13,210.429993,213.190002,209.000000,211.389999,207.922379,2721300
2021-12-14,211.320007,214.809998,210.229996,213.740005,210.233841,2602600
2021-12-15,214.000000,219.500000,213.119995,219.250000,215.653442,3924500
2021-12-16,220.000000,231.039993,220.000000,222.580002,218.928818,6027200
2021-12-17,222.690002,224.160004,219.320007,222.500000,218.850128,6424000
2021-12-20,222.250000,222.490005,218.690002,219.990005,216.381317,2922200
2021-12-21,220.550003,223.250000,219.960007,220.919998,217.296036,2987500
2021-12-22,220.000000,221.899994,217.759995,221.529999,217.896042,2677700
2021-12-23,222.369995,224.479996,221.500000,223.789993,220.118973,1668800
2021-12-27,223.809998,225.460007,222.669998,225.169998,221.476334,1763200
2021-12-28,225.169998,226.979996,225.050003,225.770004,222.066483,1304500
2021-12-29,225.580002,228.210007,224.990005,227.600006,223.866470,1389400
2021-12-30,227.600006,229.550003,226.139999,226.470001,222.755005,1507400
2021-12-31,226.259995,227.740005,224.800003,224.970001,221.279602,1668400
2022-01-03,223.630005,226.970001,222.029999,226.690002,222.971405,2742800
2022-01-04,225.759995,228.800003,224.250000,227.839996,224.102524,2491700
2022-01-05,227.039993,229.869995,224.520004,225.139999,221.446808,2806000
2022-01-06,225.139999,226.660004,223.690002,225.169998,221.476334,2198300
2022-01-07,223.539993,228.190002,223.539993,227.289993,223.561554,2343000
2022-01-10,229.250000,230.639999,226.000000,230.369995,226.591034,3191900
2022-01-11,230.470001,232.509995,228.110001,232.380005,228.568069,2317900
2022-01-12,232.380005,232.610001,228.520004,231.759995,227.958221,1885800
2022-01-13,232.050003,233.229996,230.330002,230.850006,227.063156,2152900
2022-01-14,230.690002,235.800003,229.990005,235.360001,231.499161,3012000
2022-01-18,233.520004,234.770004,231.699997,233.830002,229.994278,3720400
2022-01-19,233.800003,234.330002,230.699997,231.300003,227.505768,2061200
2022-01-20,233.729996,233.729996,228.809998,228.899994,225.145142,2093700
2022-01-21,230.600006,231.460007,227.309998,227.720001,223.984497,3534800
2022-01-24,227.479996,229.139999,219.979996,226.080002,222.371414,4419100
2022-01-25,223.679993,227.500000,222.270004,225.039993,221.348450,2769900
2022-01-26,221.619995,226.929993,221.119995,222.539993,218.889465,2861600
2022-01-27,222.399994,228.039993,222.309998,224.000000,220.325516,2744000
2022-01-28,224.050003,229.149994,222.250000,229.139999,225.381210,2502100
2022-01-31,226.979996,227.940002,225.520004,227.139999,223.414017,4504300
2022-02-01,227.139999,229.199997,225.520004,228.679993,224.928741,2498200
2022-02-02,228.139999,229.139999,225.740005,228.929993,225.174652,2397800
2022-02-03,228.660004,229.000000,223.750000,224.039993,220.364853,3002400
2022-02-04,222.119995,224.759995,220.970001,222.110001,218.466522,3162000
2022-02-07,222.089996,224.759995,220.630005,223.529999,219.863220,3596400
