Date,Open,High,Low,Close,Volume
06/13/2022,"209.58","209.87","204.90","206.88","3,559,596"
06/10/2022,"219.50","220.22","215.01","215.18","2,605,398"
06/09/2022,"227.43","228.21","223.62","223.67","3,047,339"
06/08/2022,"225.29","232.35","224.62","229.80","4,171,344"
06/07/2022,"222.00","227.27","221.65","227.10","1,799,081"
06/06/2022,"222.90","224.76","222.25","223.63","1,565,510"
06/03/2022,"218.25","224.10","218.25","222.90","2,222,739"
06/02/2022,"219.59","220.84","217.25","220.00","1,784,213"
06/01/2022,"218.46","219.00","214.30","217.57","2,314,030"
05/31/2022,"214.79","218.09","213.49","215.85","3,773,508"
05/27/2022,"215.00","217.63","214.16","217.14","2,020,431"
05/26/2022,"211.55","213.64","210.40","212.99","2,015,957"
05/25/2022,"205.00","210.09","204.82","209.31","3,080,246"
05/24/2022,"202.01","205.70","201.29","205.65","2,467,967"
05/23/2022,"199.93","205.49","199.16","204.15","3,246,553"
05/20/2022,"206.45","206.63","194.04","197.82","5,404,500"
05/19/2022,"205.86","209.28","201.71","206.76","2,887,724"
05/18/2022,"213.84","217.90","207.52","207.94","4,723,284"
05/17/2022,"212.80","213.77","209.14","213.09","2,275,933"
05/16/2022,"205.02","209.21","203.68","207.19","2,540,976"
05/13/2022,"205.15","206.46","202.92","204.33","2,323,800"
05/12/2022,"203.61","205.34","199.30","203.03","3,282,072"
05/11/2022,"205.56","209.71","203.59","205.21","2,552,410"
05/10/2022,"208.24","209.52","201.39","202.99","3,040,550"
05/09/2022,"212.03","212.05","205.44","206.29","2,929,874"
05/06/2022,"217.01","217.01","210.35","214.65","2,268,402"
05/05/2022,"222.40","223.15","213.77","215.93","3,005,558"
05/04/2022,"214.95","223.29","213.83","222.59","3,023,650"
05/03/2022,"211.90","215.36","210.79","213.62","2,121,130"
05/02/2022,"210.00","212.77","207.66","212.07","2,639,509"
04/29/2022,"212.70","217.21","210.16","210.54","3,404,011"
04/28/2022,"207.43","212.96","202.00","212.44","6,094,275"
04/27/2022,"211.11","215.55","207.30","213.96","3,358,258"
04/26/2022,"216.13","218.20","209.35","210.30","4,176,665"
04/25/2022,"215.31","217.00","209.57","216.70","4,145,466"
04/22/2022,"228.40","229.79","215.60","216.30","5,053,696"
04/21/2022,"237.24","237.90","231.65","232.57","3,571,429"
04/20/2022,"233.55","236.37","232.58","235.08","2,907,678"
04/19/2022,"230.25","232.94","227.57","232.16","2,689,367"
04/18/2022,"228.00","234.38","228.00","229.92","3,643,982"
04/14/2022,"219.91","229.22","218.61","227.81","5,337,892"
04/13/2022,"216.93","219.68","216.40","218.27","1,899,033"
04/12/2022,"215.45","219.48","214.98","216.70","2,508,300"
04/11/2022,"217.03","218.76","215.75","216.05","2,494,683"
04/08/2022,"215.79","217.88","214.03","217.03","2,450,251"
04/07/2022,"215.46","216.31","213.56","215.90","2,253,777"
04/06/2022,"215.12","217.13","213.55","216.21","2,783,265"
04/05/2022,"220.00","222.37","215.14","216.02","3,582,110"
04/04/2022,"219.16","221.35","216.60","220.81","2,181,439"
04/01/2022,"224.35","225.52","218.17","219.77","2,618,304"
03/31/2022,"223.21","225.19","222.43","222.82","3,152,202"
03/30/2022,"222.00","225.88","220.70","223.08","2,507,574"
03/29/2022,"220.80","221.43","216.54","221.04","3,667,796"
03/28/2022,"222.34","222.68","219.04","221.85","3,072,496"
03/25/2022,"222.09","223.80","221.14","223.36","1,581,139"
03/24/2022,"222.54","225.00","221.51","222.21","2,110,867"
03/23/2022,"221.69","224.78","221.69","222.17","2,001,683"
03/22/2022,"224.46","225.85","221.34","222.71","2,461,494"
03/21/2022,"221.00","227.05","220.99","223.71","2,902,157"
03/18/2022,"219.48","221.70","218.00","220.91","4,105,116"
03/17/2022,"215.32","221.78","214.34","221.70","3,600,411"
03/16/2022,"217.50","219.49","212.32","216.08","4,378,696"
03/15/2022,"216.12","217.38","210.51","216.46","4,364,197"
03/14/2022,"216.30","218.48","212.93","215.44","3,530,852"
03/11/2022,"212.30","217.77","212.30","214.83","4,045,469"
03/10/2022,"209.39","217.52","208.18","211.79","4,886,260"
03/09/2022,"212.57","213.60","207.45","209.78","4,798,346"
03/08/2022,"203.87","214.89","203.00","210.00","9,318,635"
03/07/2022,"194.79","203.50","193.62","196.70","6,912,345"
03/04/2022,"191.10","196.01","190.31","195.66","4,334,724"
03/03/2022,"193.32","196.58","192.34","194.85","4,429,733"
03/02/2022,"185.20","193.56","185.00","192.61","5,849,898"
03/01/2022,"187.77","188.22","180.64","182.83","5,110,599"
02/28/2022,"184.34","188.77","183.67","187.58","5,168,542"
02/25/2022,"184.94","187.93","184.12","187.06","3,594,597"
02/24/2022,"182.03","185.27","179.67","184.69","5,919,467"
02/23/2022,"191.72","192.32","186.37","186.67","3,550,352"
02/22/2022,"191.95","194.90","190.55","191.21","3,487,950"
02/18/2022,"193.36","195.62","191.18","191.95","4,385,219"
02/17/2022,"201.00","201.76","194.44","194.74","4,699,629"
02/16/2022,"203.11","205.42","203.00","203.64","2,254,146"
02/15/2022,"200.70","204.45","200.01","203.41","2,752,883"
02/14/2022,"200.95","201.70","198.11","199.89","2,730,533"
02/11/2022,"203.42","204.65","200.13","201.24","3,826,746"
02/10/2022,"202.57","206.75","201.56","203.07","3,538,497"
02/09/2022,"202.64","204.10","202.09","203.60","2,743,749"
02/08/2022,"200.26","202.31","199.23","201.50","2,407,233"
02/07/2022,"198.84","201.53","198.03","199.82","2,402,040"
02/04/2022,"200.21","201.01","196.49","198.41","3,930,776"
02/03/2022,"205.00","205.87","200.09","200.59","2,748,216"
02/02/2022,"203.20","205.80","201.40","204.94","3,492,301"
02/01/2022,"200.80","205.79","200.54","205.35","4,026,634"
01/31/2022,"199.45","201.60","194.68","201.56","6,178,996"
01/28/2022,"205.59","208.00","196.80","201.16","10,747,250"
01/27/2022,"215.21","217.90","210.15","212.17","3,683,378"
01/26/2022,"215.00","218.88","212.24","214.29","3,558,514"
01/25/2022,"212.08","216.83","207.10","214.31","4,554,269"
01/24/2022,"211.16","214.97","206.66","214.33","5,108,332"
01/21/2022,"217.51","217.51","212.42","214.09","3,754,746"
01/20/2022,"221.08","221.87","216.04","216.63","3,545,647"
01/19/2022,"229.66","229.81","220.93","221.66","4,991,706"
01/18/2022,"227.71","230.43","226.86","229.87","5,413,526"
01/14/2022,"224.72","229.64","223.58","228.94","3,970,581"
01/13/2022,"222.89","227.88","222.64","227.00","5,002,349"
01/12/2022,"222.12","223.69","220.07","222.40","2,506,917"
01/11/2022,"222.00","222.09","216.59","219.95","2,944,280"
01/10/2022,"224.95","225.75","220.61","221.64","3,734,923"
01/07/2022,"222.50","225.97","222.23","224.19","3,673,408"
01/06/2022,"221.49","222.71","218.06","221.99","3,913,240"
01/05/2022,"218.18","223.36","218.18","219.75","5,378,170"
01/04/2022,"208.28","218.92","207.94","218.08","5,242,311"
01/03/2022,"207.33","208.60","205.80","207.00","2,056,574"
12/31/2021,"206.20","207.74","205.67","206.74","1,374,493"
12/30/2021,"207.33","208.91","205.93","206.08","1,465,937"
12/29/2021,"206.27","208.55","206.08","207.33","1,334,998"
12/28/2021,"206.18","208.26","206.14","206.62","1,393,179"
12/27/2021,"205.94","206.90","205.14","206.38","1,711,554"
12/23/2021,"203.42","207.30","203.29","206.20","2,669,627"
12/22/2021,"200.98","203.40","200.83","202.15","3,558,681"
12/21/2021,"197.00","199.02","196.74","198.31","2,303,378"
12/20/2021,"197.55","197.55","193.06","195.46","3,605,081"
12/17/2021,"204.95","205.25","201.23","201.37","6,090,692"
12/16/2021,"205.00","208.23","204.65","206.17","2,856,763"
12/15/2021,"201.00","202.60","198.64","202.55","2,193,723"
12/14/2021,"200.00","203.98","199.80","201.64","2,248,789"
12/13/2021,"203.82","204.25","200.45","201.25","1,868,491"
12/10/2021,"205.40","205.90","202.11","203.46","3,315,166"
12/09/2021,"203.10","204.97","200.88","204.13","1,646,581"
12/08/2021,"204.41","206.20","203.61","204.19","2,341,218"
12/07/2021,"203.29","206.21","203.07","204.49","2,817,980"
12/06/2021,"199.58","203.26","198.34","201.28","2,838,436"
12/03/2021,"197.67","199.39","195.74","197.80","3,250,927"
12/02/2021,"192.31","197.62","191.81","196.79","3,445,667"
12/01/2021,"197.58","198.43","191.36","191.47","3,427,043"
11/30/2021,"193.84","196.78","191.55","193.35","6,358,024"
11/29/2021,"201.23","201.50","193.28","195.92","4,559,906"
11/26/2021,"201.00","201.45","196.61","198.73","3,495,977"
11/24/2021,"203.66","208.26","203.08","207.07","3,880,485"
11/23/2021,"203.05","205.57","201.59","205.33","3,127,919"
11/22/2021,"201.49","204.53","200.09","202.38","2,597,280"
11/19/2021,"200.92","202.92","199.66","200.44","2,980,754"
11/18/2021,"203.27","203.71","200.66","201.42","2,121,099"
11/17/2021,"205.00","205.19","200.85","202.98","3,135,672"
11/16/2021,"208.00","208.18","205.26","205.43","2,138,038"
11/15/2021,"210.00","210.69","206.76","207.71","2,392,576"
11/12/2021,"209.35","210.69","208.30","209.27","2,017,961"
11/11/2021,"207.88","210.44","207.88","208.53","4,819,820"
11/10/2021,"209.27","209.95","206.43","206.67","3,261,766"
11/09/2021,"215.18","215.57","208.96","209.81","3,310,255"
11/08/2021,"215.89","216.47","211.25","214.25","5,944,657"
11/05/2021,"205.48","208.88","205.23","205.88","2,591,253"
11/04/2021,"204.00","204.89","202.61","203.59","2,543,452"
11/03/2021,"206.26","206.58","201.82","203.55","3,136,978"
11/02/2021,"205.75","207.81","203.00","207.12","3,429,632"
11/01/2021,"204.29","206.88","203.81","205.38","3,215,180"
10/29/2021,"207.99","209.75","203.24","204.01","4,292,216"
10/28/2021,"197.36","204.50","197.05","204.09","4,462,713"
10/27/2021,"200.25","200.43","195.92","196.13","3,406,655"
10/26/2021,"202.75","202.79","199.47","199.64","2,933,573"
10/25/2021,"201.28","203.31","200.51","202.21","3,294,689"
10/22/2021,"200.64","202.35","199.20","200.65","2,632,391"
10/21/2021,"201.60","202.30","199.74","202.14","3,071,279"
10/20/2021,"201.16","205.18","200.53","204.19","2,936,002"
10/19/2021,"198.60","201.48","198.46","201.14","2,627,001"
10/18/2021,"197.38","198.68","195.55","198.18","2,809,428"
10/15/2021,"195.96","199.45","195.30","199.02","4,736,339"
10/14/2021,"193.55","194.80","192.61","194.33","5,214,380"
10/13/2021,"190.50","191.25","187.72","188.94","3,254,395"
10/12/2021,"192.32","193.58","189.58","189.92","4,706,721"
10/11/2021,"196.34","197.17","192.68","192.89","2,015,161"
10/08/2021,"195.80","196.58","194.74","195.16","2,713,300"
10/07/2021,"193.73","196.39","193.61","195.75","3,510,517"
10/06/2021,"190.00","192.39","187.80","191.86","3,777,660"
10/05/2021,"192.76","194.40","190.73","192.50","3,074,591"
10/04/2021,"194.74","195.91","192.41","193.13","2,864,563"
10/01/2021,"192.90","195.87","191.24","194.33","3,695,489"
09/30/2021,"198.62","198.87","191.63","191.97","4,984,013"
09/29/2021,"200.48","201.16","197.70","197.87","2,954,707"
09/28/2021,"200.20","201.89","198.75","200.55","3,247,465"
09/27/2021,"197.60","201.99","197.60","200.00","3,033,101"
09/24/2021,"195.65","197.79","194.93","196.82","2,199,472"
09/23/2021,"192.91","197.60","192.85","196.62","3,367,778"
09/22/2021,"192.00","194.50","191.16","191.35","3,924,417"
09/21/2021,"192.00","192.71","186.98","189.84","5,699,855"
09/20/2021,"193.06","193.99","188.48","190.82","9,151,051"
09/17/2021,"202.63","203.27","199.45","199.75","6,355,040"
09/16/2021,"205.45","206.39","202.82","203.60","3,120,141"
09/15/2021,"202.17","206.59","201.87","205.73","3,342,723"
09/14/2021,"206.04","206.10","201.64","202.33","3,757,600"
09/13/2021,"207.16","207.86","203.93","206.20","2,699,131"
09/10/2021,"207.10","207.88","204.82","205.01","2,551,174"
09/09/2021,"206.50","208.15","204.90","205.42","2,778,162"
09/08/2021,"207.12","208.12","204.77","206.77","2,603,093"
09/07/2021,"210.04","210.34","207.85","208.23","2,643,189"
09/03/2021,"211.15","212.80","210.00","210.37","2,513,016"
09/02/2021,"208.92","212.95","208.92","211.78","2,922,282"
09/01/2021,"210.87","210.99","206.61","207.96","4,122,888"
08/31/2021,"211.28","212.30","210.42","210.87","2,857,877"
08/30/2021,"213.22","213.74","210.80","211.45","1,922,125"
08/27/2021,"212.26","214.03","212.22","212.83","2,511,382"
08/26/2021,"214.51","214.51","210.48","211.24","2,513,944"
08/25/2021,"213.17","215.70","212.15","214.76","2,599,798"
08/24/2021,"209.75","213.27","209.53","212.59","2,485,926"
08/23/2021,"207.25","209.75","205.83","209.14","2,827,365"
08/20/2021,"205.42","207.26","203.59","204.94","2,765,514"
08/19/2021,"208.17","208.96","203.21","204.45","4,788,141"
08/18/2021,"212.50","213.55","209.72","209.81","2,947,719"
08/17/2021,"216.22","216.39","210.58","213.44","4,022,806"
08/16/2021,"217.36","218.00","214.34","217.71","3,134,276"
08/13/2021,"219.88","220.55","217.73","218.57","2,049,416"
08/12/2021,"222.24","223.76","218.47","220.24","4,446,237"
08/11/2021,"215.73","222.57","214.57","221.66","7,794,082"
08/10/2021,"210.00","214.90","208.96","214.07","4,193,557"
08/09/2021,"207.29","209.88","206.12","208.89","2,747,219"
08/06/2021,"209.01","210.39","207.65","208.35","2,677,128"
08/05/2021,"205.25","207.66","204.70","207.19","2,685,825"
